employee_id,timestamp,location,cpu,memory_percent,disk_percent,network_sent,network_received,process_count,is_suspicious
emp_0926,2025-05-15 10:29:04,Bahawalpur,20.46,25.75,47.79,196.75,64.8,20.0,0
emp_0359,2025-05-15 10:17:18,Bahawalpur,36.84,37.25,54.74,133.7,112.5,50.03,0
emp_0493,2025-05-15 12:36:30,Bahawalpur,58.11,71.9,84.41,42.57,133.41,48.33,0
emp_1693,2025-05-15 14:47:34,Bahawalpur,26.27,28.97,68.77,78.45,10.0,42.19,0
emp_0153,2025-05-15 13:07:30,Bahawalpur,35.54,32.22,47.99,178.23,53.77,68.69,0
emp_1108,2025-05-15 16:03:58,Bahawalpur,32.6,48.56,72.12,187.48,47.76,52.7,0
emp_0386,2025-05-15 12:03:58,Bahawalpur,41.72,27.76,48.78,202.11,208.93,22.78,0
emp_1440,2025-05-15 20:51:58,Rawalpindi,94.93,84.32,76.81,689.84,604.15,158.33,1
emp_0453,2025-05-15 09:46:10,Bahawalpur,6.04,62.55,47.08,150.08,76.91,50.07,0
emp_1131,2025-05-15 15:52:25,Bahawalpur,25.69,56.39,52.17,71.29,142.93,22.96,0
emp_0726,2025-05-15 14:36:35,Bahawalpur,5.0,52.42,68.8,57.7,122.29,57.2,0
emp_1920,2025-05-15 15:46:31,Bahawalpur,8.25,53.9,68.41,42.9,119.66,20.0,0
emp_0870,2025-05-15 12:50:09,Bahawalpur,42.93,41.53,56.6,96.62,82.7,22.84,0
emp_0325,2025-05-15 15:42:04,Bahawalpur,45.4,37.69,53.73,144.77,125.23,24.97,0
emp_1636,2025-05-15 15:33:01,Bahawalpur,37.83,63.26,71.4,137.18,71.33,67.37,0
emp_0020,2025-05-15 16:02:18,Bahawalpur,27.35,26.77,52.63,85.76,87.19,45.17,0
emp_0026,2025-05-15 15:29:36,Bahawalpur,40.97,58.86,57.87,116.93,151.47,67.45,0
emp_0499,2025-05-15 13:41:27,Bahawalpur,23.58,37.85,59.05,83.94,113.17,36.59,0
emp_1491,2025-05-15 11:58:43,Bahawalpur,24.6,37.66,49.06,64.33,67.09,49.73,1
emp_0176,2025-05-15 16:13:39,Bahawalpur,16.41,72.49,33.4,47.29,174.02,62.81,0
emp_0733,2025-05-15 11:38:10,Bahawalpur,14.74,72.75,64.28,106.33,112.98,53.98,0
emp_0825,2025-05-15 16:13:00,Bahawalpur,31.5,52.25,47.45,61.1,128.57,31.97,0
emp_1481,2025-05-15 06:41:14,Islamabad,93.66,77.69,77.89,366.15,960.4,151.53,1
emp_1021,2025-05-15 14:00:13,Bahawalpur,46.25,20.0,56.33,51.98,11.49,92.31,0
emp_0854,2025-05-15 15:07:59,Bahawalpur,46.38,65.75,64.1,31.85,110.67,43.31,0
emp_1122,2025-05-15 15:52:55,Bahawalpur,45.85,40.05,47.99,187.76,185.02,39.47,0
emp_0498,2025-05-15 12:20:30,Bahawalpur,31.22,72.14,61.47,106.41,114.28,81.36,1
emp_0991,2025-05-15 06:20:26,Karachi,98.5,70.0,82.35,699.72,446.6,145.43,0
emp_1481,2025-05-15 02:18:49,Islamabad,90.0,97.67,80.32,404.16,697.86,101.12,0
emp_1088,2025-05-15 15:58:40,Bahawalpur,37.33,49.3,51.33,144.06,108.58,58.58,0
emp_1540,2025-05-15 14:47:31,Bahawalpur,16.84,32.95,57.76,111.41,117.99,60.88,0
emp_1567,2025-05-15 17:55:53,Faisalabad,93.26,86.9,78.08,684.02,367.43,164.34,0
emp_1567,2025-05-15 02:20:41,Faisalabad,97.98,84.96,74.74,300.0,459.48,188.38,0
emp_0397,2025-05-15 15:53:02,Bahawalpur,69.04,40.4,72.04,36.12,76.16,38.22,0
emp_1271,2025-05-15 16:43:53,Bahawalpur,22.09,28.91,71.28,38.74,54.98,29.4,0
emp_1187,2025-05-15 14:01:59,Bahawalpur,21.83,53.68,57.19,97.64,29.92,81.0,0
emp_0671,2025-05-15 08:06:26,Karachi,98.03,86.13,94.3,406.85,625.31,100.0,0
emp_1273,2025-05-15 13:44:22,Bahawalpur,42.63,43.99,59.4,108.68,171.57,20.0,0
emp_0115,2025-05-15 09:24:26,Bahawalpur,32.31,39.63,57.17,120.78,150.79,20.66,0
emp_1425,2025-05-15 11:54:09,Bahawalpur,33.48,37.43,53.41,196.62,86.96,61.07,0
emp_1681,2025-05-15 12:12:44,Bahawalpur,29.22,69.4,58.39,150.4,23.8,59.35,0
emp_0405,2025-05-15 12:58:58,Bahawalpur,13.83,45.61,75.02,127.07,10.0,20.0,0
emp_0588,2025-05-15 16:01:42,Bahawalpur,42.61,53.99,48.56,113.17,34.04,45.0,0
emp_0215,2025-05-15 23:57:58,Lahore,96.79,77.14,85.24,372.96,636.72,124.87,0
emp_1598,2025-05-15 16:17:22,Bahawalpur,43.24,62.94,74.99,231.56,106.74,88.11,1
emp_1088,2025-05-15 10:30:35,Bahawalpur,29.98,35.78,57.34,122.68,156.26,75.99,0
emp_0400,2025-05-15 11:30:35,Bahawalpur,30.78,77.25,43.38,46.83,10.0,28.43,0
emp_0219,2025-05-15 09:45:36,Bahawalpur,28.19,21.69,58.07,152.08,40.72,64.94,0
emp_0128,2025-05-15 13:33:38,Bahawalpur,15.51,76.19,67.81,100.22,134.36,55.48,0
emp_1101,2025-05-15 16:30:18,Bahawalpur,19.42,63.71,79.4,70.19,65.99,22.82,0
emp_1051,2025-05-15 09:39:32,Bahawalpur,23.96,38.61,85.58,110.55,93.73,65.64,0
emp_0971,2025-05-15 13:58:14,Bahawalpur,42.27,28.27,74.34,109.6,24.83,60.57,0
emp_1209,2025-05-15 15:50:14,Bahawalpur,15.95,52.58,70.88,41.07,37.28,71.13,0
emp_0101,2025-05-15 19:51:31,Islamabad,90.0,89.94,86.41,574.84,964.49,121.6,1
emp_0921,2025-05-15 15:07:44,Bahawalpur,9.69,31.87,59.34,101.24,10.0,20.0,0
emp_0558,2025-05-15 10:08:29,Bahawalpur,47.73,63.28,38.19,133.08,104.88,35.99,0
emp_1203,2025-05-15 15:57:11,Bahawalpur,46.09,22.8,68.67,105.38,87.67,82.56,0
emp_0122,2025-05-15 19:22:53,Rawalpindi,93.36,95.35,74.16,598.93,767.19,179.85,1
emp_1185,2025-05-15 13:45:14,Bahawalpur,22.06,69.26,35.36,130.19,109.55,44.16,0
emp_1518,2025-05-15 11:44:02,Bahawalpur,30.33,47.68,56.67,94.36,89.78,72.99,0
emp_0450,2025-05-15 16:38:44,Bahawalpur,16.31,60.53,48.91,148.78,139.37,37.85,0
emp_0525,2025-05-15 07:28:38,Rawalpindi,92.21,94.24,92.73,713.47,473.94,167.2,1
emp_0408,2025-05-15 10:54:03,Bahawalpur,7.39,71.37,65.12,38.8,133.93,50.86,0
emp_0866,2025-05-15 18:10:15,Rawalpindi,94.27,72.69,81.9,352.74,466.83,118.47,0
emp_0583,2025-05-15 09:06:23,Bahawalpur,45.5,28.57,30.46,165.56,112.16,20.0,0
emp_1314,2025-05-15 16:36:27,Bahawalpur,22.12,41.84,50.87,160.78,151.77,52.92,0
emp_1841,2025-05-15 16:28:28,Bahawalpur,31.85,52.19,36.05,111.04,168.89,20.0,0
emp_1310,2025-05-15 09:59:18,Bahawalpur,19.32,52.58,36.02,146.84,89.16,38.05,0
emp_0861,2025-05-15 10:21:21,Bahawalpur,24.62,49.59,61.96,26.35,60.81,32.95,0
emp_1281,2025-05-15 16:10:23,Bahawalpur,5.0,50.72,60.78,132.82,116.22,34.85,0
emp_1244,2025-05-15 02:51:06,Karachi,95.66,100.0,70.0,565.15,543.84,170.53,0
emp_1861,2025-05-15 05:28:55,Islamabad,96.41,70.0,92.8,440.45,619.29,134.77,1
emp_1112,2025-05-15 13:47:49,Bahawalpur,45.73,63.75,60.57,96.95,120.44,35.91,0
emp_0381,2025-05-15 13:35:02,Bahawalpur,35.25,66.12,72.93,84.9,104.97,53.24,0
emp_1456,2025-05-15 16:03:13,Bahawalpur,70.38,40.32,62.8,81.08,69.5,23.75,0
emp_0190,2025-05-15 12:26:07,Bahawalpur,52.65,77.13,51.12,153.37,117.8,21.72,0
emp_0005,2025-05-15 12:23:27,Bahawalpur,29.44,66.55,61.71,107.52,81.82,48.86,0
emp_0389,2025-05-15 12:29:08,Bahawalpur,26.93,58.2,78.22,128.11,69.44,42.98,0
emp_0799,2025-05-15 14:14:58,Bahawalpur,18.6,41.46,30.0,140.38,107.6,81.23,0
emp_1336,2025-05-15 16:05:46,Bahawalpur,56.36,42.01,40.38,163.13,78.83,42.0,0
emp_1601,2025-05-15 16:32:56,Bahawalpur,24.92,45.6,70.96,124.9,100.29,31.13,0
emp_0641,2025-05-15 16:14:53,Bahawalpur,20.65,80.0,60.8,61.1,144.07,90.81,0
emp_0521,2025-05-15 09:36:58,Bahawalpur,31.03,63.01,78.37,82.09,106.89,42.96,0
emp_1030,2025-05-15 09:17:42,Bahawalpur,28.26,65.13,66.52,128.86,139.62,79.78,0
emp_1020,2025-05-15 11:04:10,Bahawalpur,52.99,59.34,52.54,97.98,119.04,20.0,0
emp_0835,2025-05-15 10:14:57,Bahawalpur,41.77,54.69,62.91,109.24,14.83,45.25,0
emp_1533,2025-05-15 15:45:40,Bahawalpur,46.83,54.51,71.82,103.18,141.14,82.05,0
emp_1990,2025-05-15 14:32:21,Bahawalpur,35.17,72.54,51.04,123.48,120.77,48.92,0
emp_1365,2025-05-15 09:11:08,Bahawalpur,47.85,20.0,80.08,27.31,160.09,47.48,0
emp_0238,2025-05-15 13:52:31,Bahawalpur,5.0,55.05,71.2,130.98,90.16,68.31,0
emp_1842,2025-05-15 13:31:05,Bahawalpur,36.04,47.01,84.43,99.12,60.77,57.63,0
emp_0188,2025-05-15 14:15:19,Bahawalpur,15.3,57.3,54.0,118.72,94.6,20.0,0
emp_0574,2025-05-15 16:25:57,Bahawalpur,5.06,47.63,62.61,76.76,154.62,25.07,0
emp_0655,2025-05-15 16:40:37,Bahawalpur,6.89,49.7,73.1,109.64,116.89,78.69,0
emp_1245,2025-05-15 14:10:34,Bahawalpur,42.9,20.0,51.99,134.19,168.09,26.04,0
emp_0384,2025-05-15 15:51:33,Bahawalpur,22.97,20.0,65.34,119.05,146.65,58.26,0
emp_0591,2025-05-15 11:50:09,Bahawalpur,42.24,71.78,52.15,91.58,89.22,55.4,0
emp_1109,2025-05-15 14:42:17,Bahawalpur,5.0,80.0,65.19,163.39,60.2,51.64,0
emp_0543,2025-05-15 10:17:45,Bahawalpur,14.89,29.24,53.08,32.37,64.46,26.36,1
emp_1843,2025-05-15 10:03:25,Bahawalpur,23.59,38.66,34.2,31.17,38.7,43.81,0
emp_0211,2025-05-15 12:01:01,Bahawalpur,53.43,41.81,52.97,16.71,90.24,58.2,0
emp_1794,2025-05-15 11:03:59,Bahawalpur,57.21,39.37,43.36,118.41,60.66,30.76,0
emp_1896,2025-05-15 14:40:45,Bahawalpur,35.88,40.77,67.5,84.73,148.26,41.32,0
emp_1477,2025-05-15 16:36:07,Bahawalpur,17.61,62.26,59.83,145.39,42.74,32.15,0
emp_1297,2025-05-15 16:27:36,Bahawalpur,5.0,26.7,67.93,170.32,93.72,26.6,0
emp_0433,2025-05-15 14:34:20,Bahawalpur,31.96,39.01,45.08,93.85,137.66,44.06,0
emp_0520,2025-05-15 11:07:53,Bahawalpur,5.0,55.31,63.15,29.15,86.68,57.88,0
emp_0510,2025-05-15 09:23:38,Bahawalpur,35.32,28.39,38.46,192.4,167.76,55.91,0
emp_0908,2025-05-15 13:01:14,Bahawalpur,40.0,47.13,74.07,129.69,23.84,25.98,0
emp_1093,2025-05-15 13:33:14,Bahawalpur,44.98,36.1,63.1,120.8,84.74,74.87,0
emp_1913,2025-05-15 10:22:31,Bahawalpur,19.94,71.22,72.99,62.05,28.08,80.78,0
emp_0507,2025-05-15 16:19:28,Bahawalpur,19.86,36.47,75.98,124.81,169.37,72.9,0
emp_1632,2025-05-15 09:05:10,Bahawalpur,33.25,26.96,42.98,100.87,44.14,26.12,0
emp_1880,2025-05-15 12:50:40,Bahawalpur,28.2,67.16,56.91,140.59,208.66,45.43,0
emp_0194,2025-05-15 12:20:23,Bahawalpur,29.27,68.5,34.98,30.72,110.24,59.54,0
emp_0375,2025-05-15 13:30:43,Bahawalpur,7.17,57.81,62.28,130.29,127.76,33.74,0
emp_0005,2025-05-15 14:50:59,Bahawalpur,5.0,72.94,57.63,78.66,49.39,20.0,1
emp_0681,2025-05-15 12:08:50,Bahawalpur,32.05,39.85,43.19,35.36,80.26,55.22,0
emp_0776,2025-05-15 01:19:43,Karachi,100.0,87.68,100.0,647.88,738.57,151.07,1
emp_1025,2025-05-15 09:19:22,Bahawalpur,15.44,40.08,41.52,96.4,123.23,70.34,1
emp_1984,2025-05-15 15:49:52,Bahawalpur,19.86,48.21,39.82,141.49,77.95,47.59,0
emp_0479,2025-05-15 12:23:42,Bahawalpur,53.68,79.85,82.73,97.53,54.96,62.15,0
emp_1980,2025-05-15 12:21:03,Bahawalpur,5.0,34.27,58.31,111.05,73.25,47.09,0
emp_1374,2025-05-15 11:34:05,Bahawalpur,17.12,51.7,78.43,59.99,42.34,49.11,0
emp_1151,2025-05-15 13:11:27,Bahawalpur,19.73,69.55,61.83,127.73,10.0,20.0,0
emp_0268,2025-05-15 21:25:10,Faisalabad,94.2,89.92,85.88,758.6,853.41,146.95,0
emp_1212,2025-05-15 10:20:22,Bahawalpur,11.1,41.4,64.45,101.95,61.76,38.04,0
emp_0461,2025-05-15 09:56:59,Bahawalpur,38.28,40.35,68.8,84.0,75.3,62.59,0
emp_1297,2025-05-15 15:57:39,Bahawalpur,5.0,60.59,86.33,88.26,87.38,55.79,0
emp_1017,2025-05-15 11:16:16,Bahawalpur,44.54,40.22,74.79,110.74,67.7,53.83,0
emp_1105,2025-05-15 16:16:51,Bahawalpur,26.63,60.47,50.77,164.85,92.52,56.18,0
emp_1847,2025-05-15 12:40:07,Bahawalpur,10.25,74.99,59.39,72.57,135.95,57.97,0
emp_1908,2025-05-15 10:02:56,Bahawalpur,35.48,40.56,68.79,60.5,31.98,33.36,0
emp_1169,2025-05-15 15:21:27,Bahawalpur,11.91,34.45,64.82,115.75,193.31,73.4,0
emp_0796,2025-05-15 13:16:22,Bahawalpur,35.24,34.07,66.17,141.32,93.86,34.47,0
emp_0834,2025-05-15 14:43:08,Bahawalpur,31.75,76.08,30.0,117.74,80.8,56.88,0
emp_1387,2025-05-15 16:11:25,Bahawalpur,5.0,45.99,90.0,167.2,10.0,58.27,1
emp_0490,2025-05-15 09:49:02,Bahawalpur,9.22,48.54,44.08,133.2,87.8,33.82,0
emp_1985,2025-05-15 09:57:38,Bahawalpur,41.12,53.3,53.33,146.75,76.01,79.03,0
emp_1965,2025-05-15 13:44:55,Bahawalpur,27.3,30.61,63.9,182.92,77.32,23.9,0
emp_0199,2025-05-15 12:52:39,Bahawalpur,39.08,56.46,64.95,22.5,105.64,51.99,0
emp_1785,2025-05-15 15:00:11,Bahawalpur,28.81,77.63,63.69,121.03,47.82,52.27,0
emp_0108,2025-05-15 10:30:42,Bahawalpur,45.04,75.29,55.06,31.8,117.91,87.68,0
emp_0873,2025-05-15 06:11:34,Islamabad,100.0,75.16,85.24,358.8,650.51,100.0,1
emp_0080,2025-05-15 11:16:19,Bahawalpur,44.42,24.9,51.28,57.22,10.0,29.35,0
emp_1787,2025-05-15 23:13:22,Faisalabad,90.0,100.0,94.16,692.82,745.93,197.61,1
emp_0136,2025-05-15 16:07:32,Bahawalpur,14.59,47.92,35.23,120.75,91.54,49.19,0
emp_1967,2025-05-15 15:44:18,Bahawalpur,35.61,22.49,49.61,130.68,96.86,22.45,1
emp_0197,2025-05-15 12:21:19,Bahawalpur,34.99,34.15,71.39,59.11,24.45,51.52,0
emp_0379,2025-05-15 14:01:57,Bahawalpur,51.48,54.54,71.87,102.78,199.76,35.12,0
emp_0816,2025-05-15 12:20:00,Bahawalpur,20.68,39.71,60.1,122.19,135.75,55.23,0
emp_0615,2025-05-15 09:33:51,Bahawalpur,25.73,67.68,56.07,118.11,123.41,53.21,0
emp_1991,2025-05-15 15:06:12,Bahawalpur,22.94,45.1,77.52,43.89,68.44,88.36,0
emp_1917,2025-05-15 10:58:47,Bahawalpur,54.27,55.2,75.5,119.23,60.89,71.99,0
emp_0022,2025-05-15 09:53:07,Bahawalpur,5.0,40.13,66.8,50.89,102.95,58.94,0
emp_0792,2025-05-15 16:23:33,Bahawalpur,30.83,27.99,49.58,60.94,81.12,81.01,0
emp_0995,2025-05-15 13:44:41,Bahawalpur,49.44,54.95,82.98,40.63,34.92,58.65,0
emp_1757,2025-05-15 14:42:57,Bahawalpur,10.33,63.7,52.04,139.82,56.36,57.76,0
emp_0409,2025-05-15 14:53:13,Bahawalpur,28.98,62.92,72.31,100.42,111.43,47.46,0
emp_0909,2025-05-15 11:28:43,Bahawalpur,45.84,23.6,58.49,49.3,64.67,21.69,0
emp_0638,2025-05-15 09:58:05,Bahawalpur,40.45,43.28,73.43,209.47,123.93,47.81,0
emp_0740,2025-05-15 16:52:23,Bahawalpur,60.56,48.05,56.01,74.29,103.81,37.19,0
emp_0365,2025-05-15 10:39:19,Bahawalpur,5.0,29.6,67.16,52.82,113.05,50.62,1
emp_0487,2025-05-15 09:43:05,Bahawalpur,29.44,67.53,30.0,156.24,107.37,48.62,0
emp_1232,2025-05-15 14:15:57,Bahawalpur,48.98,46.33,68.24,70.06,128.03,34.84,1
emp_1092,2025-05-15 11:41:36,Bahawalpur,18.51,59.83,65.57,29.19,122.72,92.27,0
emp_1767,2025-05-15 15:41:41,Bahawalpur,19.56,20.0,48.88,82.77,87.73,35.92,0
emp_0857,2025-05-15 15:01:03,Bahawalpur,47.92,20.0,42.69,117.68,93.29,49.35,0
emp_0384,2025-05-15 16:58:17,Bahawalpur,27.95,56.87,52.2,150.85,33.64,25.32,0
emp_0898,2025-05-15 00:50:06,Faisalabad,94.59,77.64,90.94,582.67,600.3,118.46,1
emp_1146,2025-05-15 13:15:20,Bahawalpur,35.97,38.01,48.03,10.0,77.5,39.53,0
emp_1930,2025-05-15 01:44:58,Islamabad,91.11,82.76,79.64,300.0,376.08,143.96,0
emp_0903,2025-05-15 16:05:28,Bahawalpur,34.34,62.19,56.43,139.42,122.02,80.5,0
emp_0820,2025-05-15 12:03:58,Bahawalpur,38.16,62.74,54.9,32.99,144.99,75.78,0
emp_0808,2025-05-15 11:17:52,Bahawalpur,48.18,67.84,56.66,60.81,172.8,37.85,0
emp_0044,2025-05-15 11:43:57,Bahawalpur,24.56,61.13,58.62,45.9,79.84,51.69,0
emp_0521,2025-05-15 12:39:08,Bahawalpur,32.56,72.5,55.87,83.31,114.47,67.01,0
emp_0202,2025-05-15 09:44:41,Bahawalpur,6.48,44.65,38.13,70.59,145.86,74.62,0
emp_0066,2025-05-15 13:00:29,Bahawalpur,27.4,56.24,50.61,111.5,138.89,35.35,0
emp_1459,2025-05-15 13:23:18,Bahawalpur,27.68,63.29,49.17,56.57,75.96,53.64,0
emp_0614,2025-05-15 13:09:23,Bahawalpur,8.83,37.91,52.16,164.9,162.99,51.75,0
emp_1117,2025-05-15 12:19:51,Bahawalpur,37.35,52.69,77.79,188.87,51.22,60.82,0
emp_0204,2025-05-15 11:23:39,Bahawalpur,23.97,58.8,74.09,179.8,89.5,71.72,0
emp_0642,2025-05-15 11:34:48,Bahawalpur,15.3,20.0,74.98,40.02,42.13,61.14,1
emp_0311,2025-05-15 09:29:01,Bahawalpur,28.44,39.3,61.48,96.0,130.69,77.13,0
emp_0309,2025-05-15 14:55:01,Bahawalpur,43.32,53.89,38.52,202.05,143.26,21.7,1
emp_0331,2025-05-15 10:17:45,Bahawalpur,19.67,37.36,59.53,58.84,133.9,54.57,0
emp_0296,2025-05-15 14:47:15,Bahawalpur,47.14,58.48,78.04,44.23,47.17,91.19,0
emp_0967,2025-05-15 12:08:24,Bahawalpur,22.95,62.73,61.89,49.28,185.08,55.38,0
emp_1741,2025-05-15 15:56:19,Bahawalpur,5.74,35.96,38.24,81.97,132.59,68.33,0
emp_0013,2025-05-15 14:14:40,Bahawalpur,28.43,47.47,61.05,158.09,53.63,54.77,0
emp_0768,2025-05-15 14:49:59,Bahawalpur,18.93,20.0,64.0,99.47,149.4,57.26,0
emp_1931,2025-05-15 15:01:57,Bahawalpur,19.77,36.83,67.63,93.7,59.67,20.0,0
emp_1845,2025-05-15 04:54:31,Lahore,96.3,75.5,83.77,551.13,310.53,127.04,0
emp_1389,2025-05-15 16:30:25,Bahawalpur,19.69,38.29,52.6,22.65,136.54,47.44,0
emp_0956,2025-05-15 11:03:56,Bahawalpur,49.29,40.01,61.56,86.84,111.94,78.11,0
emp_0293,2025-05-15 12:36:00,Bahawalpur,37.44,62.79,33.32,39.92,127.39,62.65,0
emp_0501,2025-05-15 10:27:43,Bahawalpur,43.74,35.92,44.24,104.08,107.46,64.49,0
emp_1323,2025-05-15 10:11:23,Bahawalpur,14.39,27.79,90.0,138.62,96.13,20.0,0
emp_0537,2025-05-15 13:12:46,Bahawalpur,32.15,53.92,52.68,153.67,122.74,32.97,0
emp_1746,2025-05-15 15:33:48,Bahawalpur,31.05,42.59,55.76,105.83,179.75,21.97,0
emp_0058,2025-05-15 13:35:28,Bahawalpur,57.11,74.62,60.99,183.15,92.0,45.13,0
emp_1658,2025-05-15 14:58:14,Bahawalpur,40.94,50.69,62.27,78.99,121.14,52.41,0
emp_1874,2025-05-15 14:23:50,Bahawalpur,56.52,20.0,52.18,27.14,104.42,86.64,0
emp_0614,2025-05-15 11:10:26,Bahawalpur,33.1,52.23,62.01,156.97,135.81,31.24,0
emp_0768,2025-05-15 10:11:38,Bahawalpur,31.36,64.42,72.32,116.85,107.63,28.18,0
emp_0010,2025-05-15 10:49:25,Bahawalpur,30.86,54.03,82.93,125.39,126.91,71.45,0
emp_0484,2025-05-15 14:34:07,Bahawalpur,7.02,52.76,59.57,212.58,10.0,68.44,0
emp_1928,2025-05-15 12:38:09,Bahawalpur,39.85,55.33,81.51,133.1,186.34,51.54,0
emp_1125,2025-05-15 00:11:46,Rawalpindi,90.0,90.99,87.25,738.38,501.82,169.06,1
emp_0014,2025-05-15 11:50:36,Bahawalpur,46.29,51.47,64.62,80.42,113.46,43.14,0
emp_0287,2025-05-15 09:29:12,Bahawalpur,26.22,44.41,65.33,104.24,18.63,69.73,0
emp_0392,2025-05-15 14:08:32,Bahawalpur,34.92,60.53,45.08,108.07,193.62,79.55,0
emp_1063,2025-05-15 10:44:21,Bahawalpur,32.08,49.08,40.89,124.76,161.44,66.95,0
emp_1076,2025-05-15 15:11:49,Bahawalpur,40.71,30.86,56.2,119.67,52.91,73.07,0
emp_0539,2025-05-15 10:47:01,Bahawalpur,10.45,75.11,31.66,80.07,53.95,47.96,0
emp_0483,2025-05-15 11:44:34,Bahawalpur,12.73,42.24,84.31,109.12,111.64,46.43,0
emp_0754,2025-05-15 15:04:40,Bahawalpur,39.36,45.93,36.62,96.58,83.73,46.61,0
emp_0561,2025-05-15 10:36:57,Bahawalpur,24.42,48.76,33.37,98.95,98.29,37.74,0
emp_1414,2025-05-15 09:47:38,Bahawalpur,32.06,80.0,30.0,23.91,19.6,48.61,0
emp_1525,2025-05-15 12:55:28,Bahawalpur,14.76,66.92,49.62,67.84,118.54,49.98,0
emp_1327,2025-05-15 13:58:25,Bahawalpur,26.04,58.6,41.03,138.51,88.05,31.96,0
emp_0192,2025-05-15 16:59:05,Bahawalpur,13.32,20.0,77.43,133.71,93.65,71.49,0
emp_1499,2025-05-15 10:53:52,Bahawalpur,71.53,66.19,70.24,178.8,139.95,32.53,0
emp_1734,2025-05-15 13:45:47,Bahawalpur,5.0,70.03,65.74,98.16,99.26,61.94,0
emp_1067,2025-05-15 13:06:47,Bahawalpur,32.04,57.68,47.09,64.95,56.73,82.05,0
emp_1264,2025-05-15 09:51:26,Bahawalpur,39.4,70.55,76.0,83.41,61.54,31.09,0
emp_1830,2025-05-15 11:29:25,Bahawalpur,23.14,44.06,69.18,58.72,123.84,52.41,0
emp_1714,2025-05-15 10:02:41,Bahawalpur,35.31,40.73,44.36,163.65,58.26,57.23,0
emp_0895,2025-05-15 13:38:30,Bahawalpur,34.26,49.7,53.9,140.41,95.55,49.4,0
emp_0367,2025-05-15 16:37:51,Bahawalpur,11.03,63.68,58.83,30.29,81.08,20.0,0
emp_0597,2025-05-15 10:38:43,Bahawalpur,5.0,71.71,73.67,40.53,90.57,53.05,0
emp_1311,2025-05-15 11:03:05,Bahawalpur,57.65,36.06,39.26,120.0,153.86,49.04,0
emp_0648,2025-05-15 12:39:18,Bahawalpur,29.36,67.03,30.0,97.18,75.02,40.12,0
emp_0379,2025-05-15 09:14:55,Bahawalpur,15.28,50.73,35.7,73.38,41.91,54.01,0
emp_1966,2025-05-15 10:17:45,Bahawalpur,18.08,57.96,51.94,134.72,86.8,49.51,0
emp_1137,2025-05-15 14:43:40,Bahawalpur,38.33,58.32,52.38,51.47,134.43,28.25,0
emp_1313,2025-05-15 18:12:28,Faisalabad,90.0,92.76,76.55,527.58,609.28,169.68,0
emp_1104,2025-05-15 19:26:36,Islamabad,95.45,76.37,77.08,745.23,629.52,163.19,0
emp_1176,2025-05-15 11:41:58,Bahawalpur,40.21,49.02,77.95,181.43,65.27,50.74,0
emp_0250,2025-05-15 14:34:55,Bahawalpur,9.45,70.46,90.0,127.83,136.59,46.82,0
emp_0704,2025-05-15 13:09:10,Bahawalpur,38.66,60.58,30.0,143.35,163.01,52.55,0
emp_0094,2025-05-15 15:55:16,Bahawalpur,24.72,35.06,65.24,110.05,205.52,37.5,0
emp_0678,2025-05-15 11:24:51,Bahawalpur,5.0,58.53,62.95,10.0,86.6,52.19,0
emp_0206,2025-05-15 16:22:01,Bahawalpur,46.84,57.43,33.89,69.17,116.1,31.32,0
emp_0289,2025-05-15 15:54:41,Bahawalpur,23.45,23.26,50.25,130.75,132.3,76.72,0
emp_1700,2025-05-15 09:18:47,Bahawalpur,25.9,42.15,58.1,105.16,118.84,46.53,0
emp_1726,2025-05-15 23:14:36,Islamabad,92.49,85.21,96.84,929.28,781.52,189.12,1
emp_0786,2025-05-15 16:08:20,Bahawalpur,60.78,41.18,55.5,47.73,10.0,58.24,0
emp_0105,2025-05-15 09:58:58,Bahawalpur,37.5,31.28,61.41,137.02,89.27,61.02,0
emp_0176,2025-05-15 14:43:31,Bahawalpur,11.92,77.26,50.6,146.38,142.09,24.81,0
emp_0486,2025-05-15 11:05:09,Bahawalpur,48.07,40.62,41.24,195.56,103.76,66.52,0
emp_1012,2025-05-15 11:43:32,Bahawalpur,18.09,48.85,61.51,66.46,74.81,37.06,0
emp_0995,2025-05-15 13:32:53,Bahawalpur,8.43,62.7,57.94,97.53,81.31,21.52,0
emp_0768,2025-05-15 16:50:02,Bahawalpur,44.97,66.07,32.77,92.7,122.32,20.0,0
emp_1524,2025-05-15 14:09:06,Bahawalpur,28.38,52.47,66.49,107.87,10.0,80.88,0
emp_1877,2025-05-15 13:10:14,Bahawalpur,5.28,45.69,62.29,98.27,20.23,33.74,0
emp_1399,2025-05-15 09:49:56,Bahawalpur,31.35,44.25,75.95,129.38,239.93,44.65,0
emp_1427,2025-05-15 09:45:19,Bahawalpur,21.51,47.62,89.5,97.82,56.9,70.2,0
emp_0268,2025-05-15 02:05:37,Karachi,96.22,82.95,82.04,837.9,597.28,200.0,0
emp_0852,2025-05-15 16:50:02,Bahawalpur,41.05,48.04,53.42,106.09,116.32,68.8,0
emp_0304,2025-05-15 09:00:03,Bahawalpur,29.35,52.54,54.42,140.77,155.31,30.81,0
emp_1268,2025-05-15 15:17:54,Bahawalpur,46.62,37.58,88.71,144.15,97.0,60.48,0
emp_1772,2025-05-15 10:59:37,Bahawalpur,50.36,73.04,31.79,86.62,129.67,70.31,0
